hgnc_symbol	TCGA.A7.A13D.01A.13R.A12P.07	TCGA.E9.A1RH.11A.34R.A169.07
KPNA2	182.1637	8.8477
XKRX	0.2959	0.1027
BGN	1033.6473	240.77
CEP97	2.7919	2.7719
LHFPL1	0.2281	0.0495
FES	9.7131	13.3453
GLRX5	45.1315	43.9214
FAM104B	20.605	9.7135
TBPL2	0	0.018
CAV3	0	0.2
MXRA7	22.1799	43.2832
LIMK2	50.5827	16.8588
MFSD5	36.5281	22.0282
RNASE10	0.1663	0.0361
ADI1	64.8173	47.0299
RWDD4	17.4652	10.8566
SPNS3	0.7386	0.2313
CLEC4G	0	0
SATB1	7.1316	8.0515
NXPH3	4.1174	8.3083
CSF1R	15.6244	57.5914
EPHB3	85.9896	8.8162
VCX	0	0
EPGN	0.4689	0.0131
KRTAP11-1	0	0
HS3ST4	0.0435	0.5404
TRAK1	11.3569	16.7283
TSPAN10	3.9222	1.4225
OR2V2	0	0.0091
PLCB1	5.1122	3.5809
SKA2	20.8347	22.9261
RXFP3	0.1379	0.0171
OR10G7	0	0
NDN	12.4346	130.443
CCDC172	0	0
OR4Q3	0	0
NTM	15.7806	10.6991
TTC3	70.3241	69.9395
KCNB2	0.0399	0.5657
PPP1R27	0.1377	0.0597
BRICD5	3.0421	0.3947
GALR2	0	0.063
RESP18	0	0
IGIP	4.49	32.7022
TSKU	35.0125	42.8486
CMC4	0	0
ANXA2	285.4648	190.3371
RGS6	1.1654	1.4265
HOXB4	3.3147	8.9694
SLC35D3	0.0639	0
PAQR7	13.2429	5.7754
PAPPA	2.0501	0.8179
MAFA	0.1059	0
NGRN	7.3338	11.8865
GRID1	1.3611	1.4997
RPS17	2.4416	1.3301
HCAR2	1.5706	50.54
OR2T29	0.0189	0
CCDC87	0.2246	0.1648
GSTA5	0.1119	0.0485
C1orf116	13.823	4.6958
MAGEB17	0.031	0.1074
CRIP2	35.6036	42.3445
DDX28	12.7269	9.0385
KRTAP13-2	0	0
ACBD3	57.0411	34.8299
PLCXD3	0.4968	2.7473
VMO1	3.9767	2.1015
OR4F15	0	0
ALG12	4.9802	4.2944
LCK	0.6874	1.6069
GALNT9	0.0138	0.006
COL18A1	138.3264	23.3369
RBM10	60.6587	25.5798
ADGRG3	0.385	0.8146
GLUD2	3.1523	4.7361
TMEM95	44.3922	0
TCHHL1	1.3698	0
RPL35A	544.3911	368.7951
RGS7	0	0.0504
SLC25A18	0.3691	4.3443
ZNF721	3.9588	6.9
TCEAL7	1.8754	18.1171
C11orf54	3.2473	5.6321
CEP63	6.6393	9.5654
WFDC10B	2.0592	0
OTOP3	0	0
EWSR1	82.4873	34.0756
ODF3L1	0.2645	1.5672
HMGN4	83.4845	79.6526
SPATA13	7.7974	5.6871
GJC1	4.9861	6.4139
SOX1	0	0
CNOT10	16.2783	10.9914
MTA1	12.2339	11.4788
ZNF662	2.6393	3.9509
CADM1	19.2398	4.4708
ZNF320	5.8098	4.1041
C12orf60	3.1585	0.8332
PYCR1	260.5934	4.048
NAA38	45.1446	22.7369
SPNS2	60.9096	12.4021
MCEMP1	1.2565	0.1135
AP2A2	29.9848	25.7738
SLC8A1	0.437	1.502
OR1G1	0.05	0
SLC25A21	0.4615	0.5276
OTOP2	0.0166	0.0288
CYLC1	0	0
PCP4	2.6847	0.1318
ABAT	1.6695	4.3568
SLC25A10	25.357	6.4054
CAMK1D	23.2868	11.3932
RGPD6	0.0075	0.0065
LYSMD4	1.3575	3.6912
WBP2NL	0.3795	0.203
IGSF5	0.3389	0.0327
NKX2-5	0.0244	0.1901
AFMID	25.7242	9.9408
GAS6	39.6342	56.275
FREM3	0	0.0063
NEB	0.2889	0.1005
BEGAIN	0.2723	0.2911
GPC6	4.7289	18.7305
ARHGEF37	14.4065	11.6114
FAM43B	0.8153	1.8206
CSMD1	0.0133	0.0486
CALHM3	0.2416	0.0786
PTGDR2	0.0173	1.0363
CEP57L1	1.5631	2.0768
RIPPLY3	0.9143	0.1387
PRORY	0	0
GPR19	0.7226	0.2144
GJD3	0.2564	0.9425
RABIF	16.3332	6.8531
TMEM119	14.9655	38.703
FANCF	12.2047	7.4679
CALN1	0.01	0.29
SMDT1	37.0396	50.6181
GABRR3	0	0
C2CD4C	0.8211	1.0611
CHST6	2.4137	0.0904
POTEC	0.007	0
RUVBL2	118.966	21.5427
GDPGP1	1.0103	0.9061
CTNNA3	0.0492	0.4382
RIMBP3C	0	0.015
PRR36	3.0829	0.4456
OR51B4	0	0
PTTG1IP	512.0727	149.6375
DDX41	50.0984	22.023
ABHD16B	0	0
OR52E8	0	0
CCDC60	0.0436	0.0252
PLGLB1	0.0775	0.1209
DAZAP2	109.6398	103.6287
CCBE1	0.3473	4.4019
SELENOF	205.022	169.9114
OR5P2	0	0
FAM9A	0	0
MAGEA2B	0	0
ZNF623	18.6374	12.902
OR2T34	0	0
OR52L1	0	0
EPHA10	4.4681	0.1752
SPDYE4	0.0939	0.0407
CCDC125	3.2763	4.4082
REC114	0	0.047
BOLA2	0	0
BCOR	13.1716	5.4514
JRKL	12.5687	11.8522
GBP6	0.1491	0.1108
KIAA2026	7.669	10.1795
OVCH2	0.0955	0.5178
SYNDIG1L	0.2569	0.1273
FHL3	79.8475	13.0628
OR56A4	0	0
PMCH	0	0
TMEM89	0.0866	0
CCDC159	3.1921	4.5782
RIPK4	18.5244	3.3508
LRIT3	0.225	0.1517
NPIPA1	3.0346	0.4876
SF3A3	116.6787	49.8917
TFDP3	0.2652	0
TRIM61	0.2786	1.8042
GRIN2A	0.0187	0.5587
URAD	0	2.103
GTF2H2C	0.5252	0.5476
ASB7	5.9448	10.1161
SH2D7	0.3637	0.1051
TREX2	0.8638	0.1594
GPR132	2.6054	1.1039
MX2	12.0073	6.9762
EP400	6.9722	7.7084
MEX3B	5.309	2.1027
COA5	17.362	25.2299
PSMG1	52.8631	14.1952
PRR14L	13.6685	8.5959
KLRC4	0	0.0931
ACSM5	0.1133	21.8693
C10orf120	0.0917	0
IZUMO1R	0.3017	0.0523
SERHL2	1.4327	1.2271
PCBP3	7.0663	1.692
PGPEP1L	0.184	0.0798
SETD3	20.3488	46.5147
TNFAIP8L3	6.6928	5.0301
ZNRF3	7.6746	6.1663
FBXL7	7.6124	21.3414
TANGO2	2.1928	3.5867
SFXN4	39.9423	20.9454
GKN2	0.0317	0
FAM167B	8.5354	8.864
MRPL54	40.98	64.7499
ZNF438	10.0562	12.0062
HMCES	66.7124	64.103
CCR3	0.6153	0
DGCR6	0.1063	0.0503
PRR32	0	0
TP53TG3	0	0
RP1L1	0.0391	0.1212
KRTAP8-1	0	0
C15orf32	0	0
ZNF530	6.6805	1.1552
NDUFB1	24.6941	40.9173
MARCHF11	0	0
KLHL25	5.5782	4.9835
TRMT12	41.2905	11.1746
PSG9	0	0
BMP8A	15.6166	0.453
ALYREF	235.7658	29.1376
EFHC2	1.6187	0.3119
NOG	1.5389	0.2036
MRGPRX2	0	0.7309
UPP1	18.5419	5.6401
OR4N4	0	0
IFNL2	0.5771	0
OPCML	1.3752	0.3652
TRIM52	1.726	3.8904
CMTM4	28.3228	12.8645
TMEM50A	112.1071	99.4184
FIGLA	0	0.1798
ASCL2	4.0143	0.3738
TBK1	3.9771	4.037
CBX6	29.8635	24.3656
MACC1	11.2716	1.1016
ACSM2A	0	0.1056
TBL3	15.6716	8.4423
BPY2	0	0
KREMEN1	6.576	13.9681
TRAIP	8.8438	1.0217
CHEK2	27.1854	2.3209
FOXL2	0.0171	0.0594
AIFM3	0.4989	0.2724
KCTD16	0.0945	0.0698
B3GALT5	0.0906	0.5893
ZNF703	18.7634	23.3048
SLC35F3	2.8805	1.2804
KCTD8	0	0.2553
TUBA8	0.0822	0.1307
NPIPA5	0	3.3679
BPY2B	0	0
EMILIN3	0.1579	0.468
OLFML1	3.9643	47.6766
FAM162B	1.112	10.6915
RBM12B	6.2746	4.169
CCR4	0.4289	0.3719
LIN9	7.3911	3.3704
BTBD9	5.2893	4.9453
NUDT14	27.0049	15.8307
ANKRD45	0.5322	0.1259
PNMA3	4.4597	0.508
GPR39	2.37	0.2722
FAM3B	1.121	2.2494
ZNF730	1.3539	0.1334
IQGAP3	26.154	0.5327
CNGA2	0	0
TOB2	45.4012	56.4562
SCN5A	0.7712	0.2805
ARSI	4.6627	0.6448
UTY	0	0
TTC32	6.5777	7.3308
LRRC55	0.2767	0.2479
DNAH2	4.2306	0.1557
SH2D1A	0	0.8611
PRKX	29.8622	6.7395
KCNH8	0.0492	0.2701
SMTN	20.2222	8.7113
NPW	0.6452	0.0466
PP2D1	0.4001	0.2602
COA3	142.6061	44.4567
NPB	0	0
ST6GALNAC3	1.4875	4.4277
PTP4A2	102.937	128.4206
ACTG1	7183.9047	1265.874
TMPRSS2	4.0362	2.8172
DENND5A	31.7063	46.8129
OR2T10	0	0
DSCR4	0	0
KRTAP20-2	0	0
CTAG1B	0	0
DIABLO	0.3369	0.1492
VPS33B	1.5281	0.991
TBX1	13.3798	1.5833
ADAP2	4.0715	9.3
UQCR10	113.5567	52.4555
FAM120C	4.8086	7.7697
TRIML1	0.0239	0
EIF3C	2.7019	4.1988
CLDN5	6.839	37.8684
NIPSNAP1	124.178	17.5368
OR4F6	0	0
CNTN2	0.2393	0.1514
SPRR4	0	0
OR10J5	0	0
KCNQ3	5.4245	0.4558
ADRA2C	3.595	5.4012
NR2C2AP	20.6992	9.567
CRELD2	26.8311	8.225
OR1D2	0	0
SCFD2	14.2177	15.1224
UBE2F	7.17	5.1764
KCNJ12	0.375	2.1337
GPR173	3.1604	1.41
PPP1R2	21.6801	24.6709
TSPYL2	8.168	16.1254
GOLGA6L4	0.0165	0.0285
PGP	13.3096	4.5266
C22orf46	8.9565	14.8916
SNRNP35	10.0152	6.9518
DGAT2L6	0.0291	0.0253
IRAK1	221.4655	35.3598
CMSS1	22.7911	7.5107
OLIG1	0.9	0
PCDH9	0.0903	3.5125
ACOT1	1.9532	13.8584
OAF	23.3633	76.913
ALDH1A3	5.0503	6.0585
KCNK12	0.0676	0.0802
POU6F1	3.1597	8.1201
DEFB108B	0	0
TM2D3	4.9585	7.3667
TSSC4	34.5458	11.9442
TACSTD2	853.5942	103.2278
SIX6	0.0192	0
PRKD1	3.2206	8.9339
CCSER1	1.3386	0.5453
ZDHHC23	5.3684	1.0002
MROH7	0.011	0.0048
S100A7A	0.0224	0
SRPK3	2.4085	0.4104
GDF3	0.3633	0.2451
IQCF2	0	0
SLIT3	3.9161	62.8964
EFNA5	16.8402	10.838
MRGPRE	0.0729	0.6004
KRTAP19-1	0.0754	0
SPATA32	0.9317	0.0673
PKP3	106.5486	4.5492
MAP7D2	6.4912	0.664
CSF1	15.8316	44.2769
COLEC10	0.3103	0.0245
ACTRT3	2.7471	5.386
PLA2G6	4.7997	4.3163
MAML2	15.8707	20.2315
PABPC1L2B	0.1732	0
A3GALT2	0.2926	0.0846
OR4N5	0	0
SS18L1	25.9456	6.1501
KCND2	0.8819	6.8041
TOP1MT	33.393	3.6703
COPB2	61.8781	23.5887
LRRC19	0.0417	0.0241
THAP7	14.2806	12.4442
KNTC1	4.1987	2.7394
CCR10	0.4953	0.9417
NCMAP	8.3159	1.315
BPIFC	0.0672	0
WDR27	1.3691	1.4
TXNRD2	7.9579	4.1312
C1QTNF8	0	0
OR56A3	0	0.009
FOXO4	26.1325	28.9298
POU3F2	0.1736	0.0089
PTP4A3	67.9444	13.7408
FOXD4L1	0.0801	0.0347
TMEM255B	3.6357	2.4713
PROS1	29.1608	54.9526
GAST	0	0
NUTM1	0.1903	0.0928
HDDC3	1.1928	2.5817
BEX5	0.2538	5.8983
ZFP1	5.19	9.082
CEND1	0	0
C6orf58	0.0651	0.5363
DHRS7C	0	0.0665
DUSP8	8.2488	0.9596
SOCS3	132.4216	19.4664
SLITRK6	11.4569	1.4893
PIWIL3	0	0
LPAR5	1.6206	2.1393
XPOT	61.374	41.419
PDE4B	11.957	5.1264
C14orf180	0	25.3818
SNN	36.2139	86.1406
KCNH7	0.0498	0.0259
NELL2	0.3583	1.1214
KRBA2	0.7387	1.515
MED12	38.1624	22.0571
ZNF93	6.8864	0.9695
SEPTIN9	166.3842	23.7344
PRSS55	0	0.0275
ODF4	0	0.032
FOXD4L4	0	0.0194
CDCA2	20.2847	0.2809
RALYL	0	0.0667
AMER1	9.8283	2.558
ZBTB40	18.3713	10.1507
CLDN6	309.2421	0.0498
OR51M1	0	0
SEPTIN5	0.0875	0.0664
EIF4ENIF1	10.0249	10.3386
LRRC26	0.1651	0.5368
SERINC4	0	0
RNLS	4.2916	7.344
KRTAP6-1	0	0
APOBR	4.5849	0.8317
FAM110C	9.9107	1.2172
DDX53	0	0
ATL3	30.3508	75.573
NDUFA12	32.1968	44.6205
SMIM10	3.2299	23.108
UBE2G2	64.6732	34.7416
SATL1	0.0286	0.0062
OSBP2	9.2237	1.3375
PRR23B	0	0
ZBTB7C	2.2292	5.447
APOO	284.2151	8.059
PRR16	4.2318	3.3624
TMED9	233.2426	58.0986
DRD1	0.0124	1.009
TMEM186	11.0316	8.8206
SDR42E1	3.0262	0.9887
RBM33	14.8371	8.7777
ARMCX2	6.5815	20.2809
BTBD6	41.8854	120.383
SRY	0	0
RBM43	4.8929	16.9542
SUMO3	292.6329	79.6013
IMMP2L	7.2015	9.8854
TCEAL2	0.1104	2.2845
CLCNKB	0.1358	0.3092
DMRTC1B	0	0.0226
JAG2	20.1578	14.3419
FMNL1	5.0169	6.6995
NUTM2A	0.1571	0.1192
PTRHD1	14.8098	7.3131
LCN12	0.3312	0.257
OR6A2	0	0
WT1	0.6442	0.0213
ZFP90	6.0031	14.1188
AQP12A	0	0
FAM227A	1.3286	0.1967
OR6C70	0	0
MUC6	0.0059	1.4409
NOC4L	25.5652	8.8252
USP18	20.7315	10.9221
NDUFA6	148.8693	99.9955
CHRM5	0.0578	0.0287
SORCS2	4.7076	3.3495
TMEM121	1.3485	1.012
TMEM106A	3.543	5.8668
SIVA1	31.2413	15.0147
BRI3BP	8.27	6.0808
IFNE	0.0677	0.088
SLC22A10	0	0.0264
DGAT1	25.5818	86.9049
RFX6	0	0.0212
ROBO2	0.1168	0.6803
AP3M1	22.5059	35.4075
F8	2.6915	15.5644
NT5C1B	0.0501	0.0326
CA13	11.8922	0.8195
UBOX5	8.5195	6.2831
MAFF	16.9667	4.1796
BRF1	4.8505	5.0049
LRRC14B	0.4854	0.0168
SEMA4B	39.0488	7.6521
MROH2A	0.0087	0.0755
CIB1	130.0601	81.7763
ANKS1B	0.6275	0.6107
NELFA	17.0001	7.3156
SLC24A3	25.3162	22.7146
SGCZ	0	0.1532
C5orf47	0.0182	0
KRT76	0.0197	0
FLRT2	0.8549	3.6201
INTS5	35.4963	14.3177
RPS27L	13.818	16.6359
MANEAL	10.8123	1.233
ANO9	8.963	0.6065
FAF1	26.2927	17.459
MYADML2	0.2238	0
FAM43A	9.4414	14.4413
HSF1	64.2103	25.3416
C6orf120	13.0398	38.9698
PURA	4.7707	18.6639
INPP5J	1.7484	1.9289
NPY2R	0.0276	1.4578
MIXL1	0.0736	0.2764
MFSD6L	3.3839	0.0959
LRRC37B	2.2799	1.9013
DDX51	7.1515	5.861
NOMO2	8.0921	4.4662
AQP12B	0	0
ZNF479	0	0
SIGIRR	18.04	8.738
NRBP2	16.7565	19.8105
PRSS57	0	0.0794
IFITM2	101.0195	174.8993
TNFAIP2	64.2188	54.4414
ZNF445	3.1888	4.0987
PGBD2	27.2231	3.2117
MC2R	0	0
RAB11B	74.8322	75.2572
PRMT3	5.733	4.4903
GP1BA	0.3176	0.4647
PRPF39	10.6803	12.0827
MAGEA11	0.1583	0
PPIL6	1.2916	1.3132
ZNF74	6.4574	2.9557
KIAA0825	0.1823	0.6364
UBALD2	119.6884	31.9405
TEX33	0	0.0372
CDNF	2.5783	5.488
NOTUM	1.3703	0
KLHL33	0.0181	1.4138
RBM11	1.5011	0.5134
ZBTB37	3.0915	5.2375
IL3RA	10.4751	25.9362
SPPL2C	0	0
CCDC137	57.0799	10.1064
SFTPA2	0.1296	0.0642
RGPD2	0.0071	0.0432
ARL15	8.2327	17.6151
C12orf56	0.0984	0.0085
SCN10A	0.0074	0
CDK10	8.8618	8.2913
TMEM105	8.5351	0.0456
SOCS1	2.2213	2.8894
TCN2	5.3447	72.7948
GAS2L1	31.1442	15.4015
ATP6V0A2	1.971	2.8328
HS6ST3	0.8757	0.2439
HGS	24.7568	8.1441
TNFAIP8L1	11.5667	3.5879
OR2V1	0	0
RAD51D	2.463	2.645
OR7A17	0.0133	0
MAPK11	6.9423	20.8619
SP140L	4.1064	5.7896
MRPL30	23.7003	17.5985
SMYD3	14.7577	3.4005
METTL7A	23.6134	226.7702
IFNLR1	3.5654	1.1737
SH3BGR	0.4005	0.3473
FAM174B	12.739	7.6198
FAM47A	0	0
KPNA7	1.157	0.0251
TMEM179B	32.777	30.9846
GPRIN3	1.7865	1.9647
KRT6B	1177.5259	11.7477
PARPBP	4.3095	0.6472
STAC3	2.6725	1.8417
ROR1	11.1448	3.9792
MUC1	250.6826	9.6408
IRF7	30.4492	6.1458
L3MBTL1	0.3593	0.484
BRCC3	15.4777	17.7288
SV2B	0.1601	1.5591
FAM131C	2.4077	0.1761
LMNTD2	0.3099	0.4629
SPATA45	0.0986	0.0855
PDE6G	0.7291	0.7113
PRKG1	1.9563	3.0249
NR2F2	29.1929	39.3805
DLK1	0.0095	0.5937
TLCD2	3.7735	28.1205
LSAMP	3.2355	1.1905
AHNAK2	26.2198	14.8959
OLFML2A	33.1014	38.47
SP1	43.5682	54.0663
SPATA8	0	0.058
MRPL40	26.6362	40.4506
DBX2	0.0356	1.0177
PDIA2	0.2008	1.2965
PCGF3	9.2668	11.4685
LMLN	2.4397	2.1555
P4HB	1154.8231	159.3869
PSMD13	80.3583	47.8976
PBX1	14.9943	23.7221
NDUFA4L2	74.7541	18.9977
SHC4	3.002	0.6624
KRT79	0.5652	3.8875
ZFP36L1	268.0618	196.4553
UBE2L3	58.6446	64.7797
NTF3	2.0655	0.8734
BRWD1	9.8112	9.5903
SMIM23	0.2059	0
PMEL	0.8186	1.453
SYN3	0.4115	0.6033
POU3F1	0.0505	0.1605
SNAI3	0.6022	0.4725
ZBTB3	3.2527	3.4548
LYG2	0.2482	0.0718
MORN5	0.0575	0.1495
PRAME	54.2609	0.1592
MYBL1	8.0436	0.9743
DRG1	85.3987	72.2661
ANKFY1	9.5202	16.8069
YTHDF3	44.6654	40.524
ZNF696	5.0969	3.2399
ADARB2	0.0472	0.1106
NRG3	0.3267	0.1167
SRL	0.0438	1.6467
C11orf87	0.017	0.3614
IFIT1	40.4656	33.338
CXorf38	11.2326	9.4906
CLDN24	0.301	0.0653
KCNQ5	2.3489	0.0955
ADAMTSL5	1.3504	0.7289
KCNIP4	0.0824	0.0919
SPATA31A6	0	0
MORF4L1	85.9385	117.2467
NLRP9	0.0833	0.0361
WDR53	16.6318	8.9813
DMWD	31.5248	8.3108
SLC52A2	75.2479	8.971
PIGP	5.0753	22.2611
IKZF1	1.5168	2.0167
PCYT2	26.3635	19.7079
NAT8L	9.3348	109.9733
OR6C76	0	0
NPAP1	0	0.0511
BCAP31	287.7334	264.622
ARL17A	0.1687	0.2792
GNB1L	1.6063	0.5448
DNAH14	1.0515	0.2329
EVI2B	3.0746	12.7015
TMEM210	0	0.055
ZNF829	4.0151	1.6487
TMPRSS11B	0	0
THNSL1	15.2783	5.2704
TRIM69	5.8539	13.9732
ATP6V0C	0.1057	0.0306
IFITM1	195.3168	145.4324
PRSS38	0	0
BPY2C	0	0
LAMP1	273.6553	150.0816
FFAR3	0	0.256
TAS2R60	0	0
POMK	12.5629	4.167
C16orf54	0.505	1.6169
KLHDC8B	36.0368	61.9839
KLHL34	0.9456	0.1188
SETD4	6.1342	4.1144
PTCH1	1.0997	2.7553
RTN4RL1	3.3549	9.5063
OR4C46	0	0
CALHM1	0.0155	0.0269
KRTAP5-5	0	0
NKAIN3	0.1337	0.0512
RNPC3	2.8991	8.3867
ZNF267	9.3455	4.0763
IRS2	11.8743	53.3331
FAM186A	0.1263	0.0835
SHOX	0.091	0.0197
LCE3A	0	1.4423
BICD2	23.2917	18.5477
LCE3E	0	0
CCIN	1.102	0.3334
TMLHE	5.6622	7.9749
GRK1	0.1227	0.0089
DEFB128	0	0
SLITRK2	0.0378	0.2476
PLK5	0.0502	0
RASA3	15.768	44.7915
LRCH3	6.423	7.624
LEMD1	43.281	0.0831
ATP4B	0	0.0288
NDUFA13	0.5528	0.2557
ZNF566	5.9665	4.5265
ZNF529	5.0768	3.5189
ZNF284	2.8538	1.3172
HTR3E	0.0198	0
DLEU7	0.0731	0.1038
KRT73	0.0376	0.0163
TAL2	0.2988	0.1943
AIDA	15.2445	38.2081
CD300LF	0.6234	0.6407
ZPBP2	0.1547	0
KRT5	197.2876	187.2099
NBPF6	0.4824	0.0502
GSAP	3.0773	5.7579
HTR3D	0	0
OR4F5	0	0
AGBL4	0.1862	0.3229
ARGFX	0	0
CYP2R1	4.2625	5.8526
LRRC70	0.0923	1.3603
ANKRD46	99.4478	20.4079
PIP5K1C	18.5959	16.1948
OR5D14	0	0
CYP4F2	0	0.0279
TEX38	0.0682	0.1182
OR5D18	0	0
ZBTB6	6.9018	10.9044
C2orf76	20.7737	14.0332
TAS2R42	0	0
POLR3C	25.6924	15.3241
PRR30	0	0
UBL4B	0.0332	0.4313
WWOX	4.099	9.4021
CYP4Z1	0.0443	4.8995
BCL9L	20.4252	15.2868
POLR1D	14.755	17.1919
KIF18B	15.9619	0.1835
ZNRF1	6.0632	4.0084
FFAR4	0.0123	11.542
BPIFB3	0	0
BPIFB4	0	0
SAPCD2	13.5139	0.3744
EDARADD	0.8116	1.7
SLC51B	0.378	0.9834
CYP4F12	0.0392	5.0835
MTARC1	1.9507	67.9923
LCE5A	0	0
SOWAHB	1.7744	0.4009
BLOC1S4	24.5628	10.7955
LCE1E	0	0.0333
ZNF749	5.7029	1.353
KLHL32	0.0847	0.4197
BTLA	0.0553	0.3955
ZNF17	3.637	3.4763
KDM4D	1.285	1.4076
GPAT2	0.079	0.5557
TOR3A	55.0489	23.3927
PABPC1L2A	0.1784	0
GABRA5	0.0138	0
PPP1CC	55.7331	65.9688
ZNF555	2.7629	1.935
OR10T2	0	0
NAP1L3	1.3562	5.1943
PRELID2	3.249	1.0948
BACE1	4.5732	11.1994
RGS9BP	1.078	0.1058
TMEM212	0	0
SLC36A3	0	0
SLC36A2	0.0117	0.1622
THBS2	108.4359	41.6519
RXRA	22.8014	41.2413
ANKRD37	10.2094	1.0947
NUDT17	2.7101	2.1413
ZNF75D	3.3127	6.3594
CYP4X1	2.3449	13.81
KRT26	0	0
KRT10	36.8621	13.3428
GOLGA8R	0.09	0.3026
CD300E	5.569	0.6109
CCDC30	0.3286	0.3193
NKRF	9.0101	4.0874
GLDN	0.0632	10.0231
FCAR	0.4349	0.065
KPNA4	28.2739	24.8584
TRDN	0.0051	3.0568
OR6P1	0	0
KRT3	0.1291	0
ZNF501	3.1009	4.0171
ZNF197	5.1487	7.3062
SPATA12	0.5468	0.1778
TMPRSS12	0.2243	0
FAM228A	0.0656	1.252
DEFB132	0	49.9634
NAP1L2	2.0326	5.5591
RPS23	29.2664	108.338
GNG2	4.6383	58.3954
BTN3A2	8.8426	23.8036
AKAP14	0	0
PCLO	1.0209	2.2246
KLK12	1.1846	0.1223
RGS7BP	0.0108	0.8414
INSIG1	71.2068	44.3716
MYT1L	0	0.0012
ZNF396	0.9027	1.9998
TMEM222	38.9821	16.8204
OR9Q1	0	0
CLCNKA	1.5503	1.2448
OR9Q2	0	0
ARHGAP30	20.5828	7.2372
SEPTIN10	29.4841	70.6597
FAM86B1	0.3301	0.6441
CYP4F8	0.0283	0.0859
CYP4F3	0.0814	0.1098
SMYD4	3.0313	7.5043
DEFB105A	0	0
FOXD2	0.716	0.8007
GPATCH8	14.3993	14.7489
CEACAM19	10.5103	1.0977
DEFB107A	0	0
NF2	40.7492	12.9187
DEFB106A	0	0
SPATC1	0.069	0.1396
UBE2H	117.8829	81.563
DEFB105B	0	0
HPDL	13.0818	0.1697
KATNA1	18.1216	18.2095
FSD2	0.0305	0.0927
ARAP1	13.2452	21.7588
KIF24	3.3692	0.9457
PDE2A	2.3482	33.4369
PRG2	0.0541	0
PRR5	7.8732	14.3157
ZFP91	26.7531	43.5014
C17orf58	14.2763	24.9917
BCDIN3D	3.728	2.4364
MAGEE2	0.176	0.3434
CYP27C1	2.8471	0.8064
LYRM7	2.9846	14.4857
CCDC73	0.0127	0
MST1L	0.1036	0.4982
BCR	27.0685	16.531
OR10H1	0.0112	0.0097
MPPED1	0.0257	0.0892
FSCN2	0.8079	0.3397
FOXI2	0.0917	0.5037
SPIN4	4.7768	2.4665
ZNF732	3.8708	0.2398
SPIN2B	1.6553	2.9002
SPATA31D3	0	0
FOXE3	0.1129	0
HYAL3	8.6245	1.3858
KCNK18	0	0
IFNA10	0.0518	0
VSIG10L	3.9562	1.9162
CXCR3	0.1608	0.8133
ZNF397	4.6661	11.0668
ZSCAN30	3.7281	6.0685
TPCN1	7.729	28.0843
LILRB4	2.9332	5.0394
TNFRSF4	6.6643	1.6584
KRT16	875.4146	11.04
HEXIM1	16.8337	22.7506
LCE1A	0	0
KRT14	463.1527	290.2006
TRABD2A	0.1308	1.697
KRTAP17-1	0.0624	0
PDZD7	1.2168	0.2687
POFUT2	20.079	6.8867
QRFPR	0.0882	0.0153
MAPT	0.3281	10.5892
ERCC6L	7.7531	0.259
OR13F1	0	0
TMEM17	2.5742	3.4934
TNFRSF18	33.643	0.749
FGF3	0	0
C1QL4	0.4573	0
RTN4RL2	1.554	0.9344
ZDHHC17	5.0122	16.3243
SERPINA11	0.1343	1.2812
P2RY4	0.1877	0
ZNF395	22.8515	31.2822
ZACN	0.1043	0.01
KRTAP22-1	0	0
KRTAP19-6	0	0
KRTAP6-2	0	0
OR13C8	0	0
PPARA	6.7224	16.4317
TMEM232	0.6279	0.3744
KRTAP19-2	0	0
KRTAP19-4	0	0
KRTAP15-1	0	0
KRTAP13-4	0	0.1629
FAM183A	8.9966	0.2566
EFCAB6	0.5364	0.6928
KRTAP19-5	0	0
KRTAP23-1	0	0
KANK3	1.2356	7.1272
EMID1	10.6184	1.5065
ACTL7A	0	0
KRTAP21-1	0	0
RHD	0.1958	0.1959
ESPN	7.0479	0.5539
PNLIPRP1	0.0801	0
PTRH1	0.0123	0.0213
KRTAP21-2	0	0
SAMD7	0	0
GPR141	0.0216	0.131
TMPRSS6	0.2594	0.1022
CYP4A11	0	0.0779
TMEM216	21.9233	14.1501
RPS19BP1	64.5553	23.6571
TMPRSS11A	0.0252	0
TMEM262	0.1309	0.0722
C3orf70	1.9236	1.928
TEAD1	17.5193	61.2157
OR2AK2	0	0
DEFB106B	0	0
PLCD1	13.491	18.9831
CCK	0.0484	0.0629
ENTPD5	5.1406	7.3683
MITF	6.8867	16.6699
HEATR4	0.2489	0.6271
NAP1L1	37.5202	65.6963
LILRA5	0.9214	1.1138
CMC1	1.7385	2.3662
SLIT1	0.1037	0.1799
LYPD6	2.4682	2.5928
AKR1C1	3.8368	52.8066
VSTM2B	0	0
FOXD3	0.039	0.0338
SPATA21	0	0.048
RNF220	12.5215	7.6202
ANGPTL5	0	7.108
LCE4A	0	0
BAGE2	0	0
LCE2A	0.245	0
KRTAP12-1	0	0
LCE2C	0	0
ZNF546	0.9782	2.6648
TSPYL4	17.0363	18.2568
DAZ3	0	0
MT1X	15.3124	47.7539
GCNT1	16.3909	3.3021
LCE2D	0	0
SESTD1	17.0007	39.8471
LCE3B	0	0
FNBP1	24.9552	19.3859
DYNC2H1	1.1699	8.7824
KRT12	0	0.0688
